League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Game_URL,Team,Home_Away,Player,Player_Href,Player_Num,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,2,2.3,Richard Sánchez · 61&rsquor; Julián Quiñones · 84&rsquor;,1,0,Querétaro,4-4-2,0,0.2,,3,0,https://fbref.com/en/matches/03b513d1/America-Queretaro-January-20-2024-Liga-MX,Querétaro,Away,Pablo Ortiz,/en/players/84a0ee57/Pablo-Ortiz,33,MEX,LB,21-290,90,1,1,1,0,0,0,1,0,1,2,0,2,2,3,2,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,2,2.3,Richard Sánchez · 61&rsquor; Julián Quiñones · 84&rsquor;,1,0,Querétaro,4-4-2,0,0.2,,3,0,https://fbref.com/en/matches/03b513d1/America-Queretaro-January-20-2024-Liga-MX,Querétaro,Away,Miguel Barbieri,/en/players/0e8cbfc4/Miguel-Barbieri,6,ARG,CB,30-149,90,1,1,1,0,0,1,1,100,0,1,1,0,7,8,5,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,2,2.3,Richard Sánchez · 61&rsquor; Julián Quiñones · 84&rsquor;,1,0,Querétaro,4-4-2,0,0.2,,3,0,https://fbref.com/en/matches/03b513d1/America-Queretaro-January-20-2024-Liga-MX,Querétaro,Away,Emanuel Gularte,/en/players/b12f009b/Emanuel-Gularte,4,URU,CB,26-112,90,1,1,1,0,0,1,1,100,0,1,1,0,1,2,6,1
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,2,2.3,Richard Sánchez · 61&rsquor; Julián Quiñones · 84&rsquor;,1,0,Querétaro,4-4-2,0,0.2,,3,0,https://fbref.com/en/matches/03b513d1/America-Queretaro-January-20-2024-Liga-MX,Querétaro,Away,Omar Israel Mendoza,/en/players/e2ab721a/Omar-Israel-Mendoza,2,MEX,RB,35-084,90,2,1,1,1,0,2,5,40,3,0,0,0,6,8,4,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,2,2.3,Richard Sánchez · 61&rsquor; Julián Quiñones · 84&rsquor;,1,0,Querétaro,4-4-2,0,0.2,,3,0,https://fbref.com/en/matches/03b513d1/America-Queretaro-January-20-2024-Liga-MX,Querétaro,Away,Guillermo Allison,/en/players/3438600c/Guillermo-Allison,25,MEX,GK,33-117,90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Jordy Caicedo,/en/players/7fcb27d8/Jordy-Caicedo,23,ECU,FW,26-063,73,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Juan Zapata,/en/players/fea73077/Juan-Zapata,20,COL,FW,23-246,17,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Raymundo Fulgencio,/en/players/27b6a658/Raymundo-Fulgencio,7,MEX,LW,23-342,83,1,1,1,0,0,1,1,100,0,0,0,0,1,2,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Jorge Guzmán,/en/players/43837597/Jorge-Guzman,209,MEX,LW,20-038,7,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Jhon Murillo,/en/players/0d93febc/Jhon-Murillo,15,VEN,RW,28-060,90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Mateo García,/en/players/62db2015/Mateo-Garcia,8,ARG,AM,27-132,62,1,0,0,1,0,1,1,100,0,0,0,0,0,1,1,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Eduardo Aguirre,/en/players/61088de3/Eduardo-Aguirre,19,MEX,AM,25-170,28,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Edgar Zaldívar,/en/players/9fdcb346/Edgar-Zaldivar,6,MEX,DM,27-095,83,1,0,0,1,0,0,0,NA,0,2,1,1,0,1,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Víctor Ríos,/en/players/96eb755b/Victor-Rios,185,MEX,DM,19-343,7,1,1,0,1,0,0,0,NA,0,0,0,0,0,1,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Ángel Márquez,/en/players/e9ef9d93/Angel-Marquez,18,MEX,DM,23-213,90,6,4,1,3,2,4,5,80,1,2,0,2,1,7,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,José Lozano,/en/players/9ab0b080/Jose-Lozano,17,MEX,LB,25-107,90,3,1,2,1,0,1,1,100,0,3,1,2,2,5,1,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Hugo Nervo,/en/players/6afd25e6/Hugo-Nervo,2,ARG,CB,33-014,90,1,0,1,0,0,1,2,50,1,2,2,0,3,4,2,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Anderson Santamaría,/en/players/7b0c89ae/Anderson-Santamaria,5,PER,CB,32-010,83,1,1,1,0,0,1,1,100,0,0,0,0,3,4,2,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Carlos Robles,/en/players/b5dfc1d6/Carlos-Robles,21,MEX,CB,23-193,7,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Gaddi Aguirre,/en/players/a566d3a2/Gaddi-Aguirre,13,MEX,RB,27-295,90,3,3,0,2,1,1,3,33.3,2,1,0,1,0,3,1,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Atlas,Home,Camilo Vargas,/en/players/004e3d0f/Camilo-Vargas,12,COL,GK,34-317,90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Carlos González Espínola,/en/players/5c059b5d/Carlos-Gonzalez-Espinola,32,PAR,FW,30-350,76,1,1,0,1,0,0,0,NA,0,0,0,0,0,1,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Iván Tona,/en/players/4fc516ca/Ivan-Tona,23,MEX,FW,23-294,14,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Lucas Rodríguez,/en/players/815f4240/Lucas-Rodriguez,11,ARG,LM,26-268,89,1,0,0,1,0,0,0,NA,0,0,0,0,2,3,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Carlos Valenzuela,/en/players/d08df77c/Carlos-Valenzuela,22,ARG,LM,26-273,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Kevin Castañeda,/en/players/bf453048/Kevin-Castaneda,10,MEX,CM,24-084,62,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,José Zúñiga,/en/players/af89c75e/Jose-Zuniga,13,COL,CM,29-191,28,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Fernando Madrigal,/en/players/a51e0948/Fernando-Madrigal,8,MEX,CM,32-069,76,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Efrain Alvarez,/en/players/3cd08ab7/Efrain-Alvarez,26,MEX,CM,21-215,14,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Domingo Blanco,/en/players/c21f5b76/Domingo-Blanco,27,ARG,RM,28-273,89,3,3,1,1,1,0,1,0,1,1,0,1,1,4,1,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Eduardo Armenta,/en/players/ac638620/Eduardo-Armenta,19,MEX,RM,22-035,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Christian Rivera,/en/players/7c094b1a/Christian-Rivera,14,COL,DM,28-006,90,2,2,1,1,0,0,1,0,1,3,2,1,1,3,3,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Francisco Contreras,/en/players/01a27d9e/Francisco-Contreras,20,MEX,LB,24-219,90,1,1,0,1,0,1,1,100,0,0,0,0,0,1,3,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Nicolás Díaz Huincales,/en/players/308990ee/Nicolas-Diaz-Huincales,4,CHI,CB,24-245,90,1,1,1,0,0,1,1,100,0,1,1,0,1,2,6,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Kevin Balanta,/en/players/a5737fd0/Kevin-Balanta,35,COL,CB,26-267,90,2,1,1,1,0,1,1,100,0,2,2,0,2,4,2,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,Diego Barbosa,/en/players/eda8e858/Diego-Barbosa,15,MEX,RB,27-117,90,7,4,7,0,0,2,4,50,2,2,0,2,2,9,4,0
Liga MX,2024-01-20,Liga MX (Clausura 2024 Regular Season),Atlas,4-2-3-1,0,1.6,,2,0,Tijuana,4-1-4-1,0,0.3,,0,0,https://fbref.com/en/matches/903eb7ff/Atlas-Tijuana-January-20-2024-Liga-MX,Tijuana,Away,José Corona,/en/players/e39a7e9c/Jose-Corona,30,MEX,GK,42-359,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,André-Pierre Gignac,/en/players/585e1b85/Andre-Pierre-Gignac,10,FRA,FW,38-047,75,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Nicolás Ibáñez,/en/players/0cab947b/Nicolas-Ibanez,9,ARG,FW,29-151,15,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,1,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Diego Lainez,/en/players/bf12926c/Diego-Lainez,16,MEX,LM,23-226,83,3,3,0,3,0,2,3,66.7,1,5,0,5,2,5,1,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Ozziel Herrera,/en/players/f2780738/Ozziel-Herrera,29,MEX,CM,22-243,7,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Juan Brunetta,/en/players/d60099bc/Juan-Brunetta,11,ARG,CM,26-254,83,1,0,1,0,0,1,1,100,0,1,0,1,0,1,0,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Marcelo Flores,/en/players/937b36b1/Marcelo-Flores,24,MEX,LM,20-112,7,0,0,0,0,0,0,0,NA,0,0,0,0,2,2,1,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Fernando Gorriarán,/en/players/2d53386a/Fernando-Gorriaran,8,URU,CM,29-055,75,1,1,1,0,0,0,0,NA,0,3,1,2,0,1,1,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Juan Pablo Vigón,/en/players/dd6862d1/Juan-Pablo-Vigon,6,MEX,CM,32-185,15,0,0,0,0,0,0,0,NA,0,2,1,1,0,0,0,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Francisco Sebastián Córdova,/en/players/6f760f44/Francisco-Sebastian-Cordova,17,MEX,RM,26-223,62,2,1,1,1,0,1,4,25,3,1,0,1,0,2,1,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Luis Enrique Quiñones,/en/players/39c52d54/Luis-Enrique-Quinones,23,COL,RM,32-209,28,1,1,1,0,0,1,1,100,0,0,0,0,0,1,1,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Rafael Carioca,/en/players/19ae4d5c/Rafael-Carioca,5,BRA,DM,34-217,90,1,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Jesús Alberto Angulo,/en/players/2a8638ec/Jesus-Alberto-Angulo,27,MEX,LB,25-356,90,4,1,4,0,0,3,3,100,0,1,0,1,0,4,2,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Samir Santos,/en/players/92b4758e/Samir-Santos,3,BRA,CB,29-047,90,2,1,2,0,0,2,2,100,0,1,1,0,1,3,5,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Guido Pizarro,/en/players/faec2ec4/Guido-Pizarro,19,ARG,CB,33-329,90,3,1,3,0,0,2,5,40,3,1,1,0,2,5,1,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Javier Aquino,/en/players/215104cc/Javier-Aquino,20,MEX,RB,33-344,90,5,4,3,2,0,4,5,80,1,2,0,2,2,7,1,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,UANL,Home,Carlos Felipe Rodríguez,/en/players/ce239870/Carlos-Felipe-Rodriguez,25,MEX,GK,34-293,90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,Guadalajara,Away,José Juan Macías,/en/players/1f1c8a15/Jose-Juan-Macias,9,MEX,FW,24-121,62,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,Guadalajara,Away,Cade Cowell,/en/players/f8e95f87/Cade-Cowell,16,USA,"LW,FW",20-099,28,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,Guadalajara,Away,Pavel Pérez,/en/players/21f7e809/Pavel-Perez,6,MEX,LW,25-209,77,1,0,0,1,0,0,1,0,1,0,0,0,1,2,2,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,Guadalajara,Away,Ronaldo Cisneros,/en/players/e526c193/Ronaldo-Cisneros,18,MEX,FW,27-013,13,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,Guadalajara,Away,Roberto Alvarado,/en/players/ff871e14/Roberto-Alvarado,25,MEX,RW,25-136,90,2,1,0,2,0,0,1,0,1,3,0,3,0,2,0,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,Guadalajara,Away,Fernando Beltrán,/en/players/90070ab6/Fernando-Beltran,20,MEX,LM,25-258,90,4,2,0,3,1,2,3,66.7,1,4,0,4,0,4,0,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,Guadalajara,Away,Erick Gutiérrez,/en/players/c7842dab/Erick-Gutierrez,15,MEX,CM,28-220,90,2,1,1,1,0,1,2,50,1,2,1,1,1,3,2,0
Liga MX,2024-01-21,Liga MX (Clausura 2024 Regular Season),UANL,4-1-4-1,1,0.4,Francisco Sebastián Córdova · 62&rsquor;,1,0,Guadalajara,4-3-3,0,0.9,,3,0,https://fbref.com/en/matches/05b87443/UANL-Guadalajara-January-21-2024-Liga-MX,Guadalajara,Away,Víctor Guzmán,/en/players/67dfb898/Victor-Guzman,5,MEX,RM,28-352,90,4,2,1,3,0,1,1,100,0,3,0,3,1,5,1,0
