League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Game_URL,Team,Home_Away,Player,Player_Href,Player_Num,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Nicolás Cordero,/en/players/78f10ec0/Nicolas-Cordero,27,ARG,FW,24-276,82,2,1,0,1,1,2,4,50,2,2,0,2,1,3,2,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Rubio Rubin,/en/players/9bad7100/Rubio-Rubin,28,GUA,FW,27-317,8,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Ettson Ayon,/en/players/5329413c/Ettson-Ayon,26,MEX,FW,22-292,60,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Facundo Batista,/en/players/02cf308a/Facundo-Batista,9,URU,FW,24-361,30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Jaime Gómez Valencia,/en/players/b083864c/Jaime-Gomez-Valencia,12,MEX,LM,30-179,82,5,1,3,1,1,3,4,75,1,0,0,0,0,5,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Marco García,/en/players/2fcbe28b/Marco-Garcia,22,MEX,LM,23-360,8,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Federico Lértora,/en/players/8e8cceac/Federico-Lertora,14,ARG,CM,33-191,59,0,0,0,0,0,0,0,NA,0,2,2,0,0,0,1,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Raúl Sandoval,/en/players/d88d0a41/Raul-Sandoval,13,MEX,CM,23-359,31,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Kevin Escamilla,/en/players/deee261c/Kevin-Escamilla,5,MEX,CM,29-325,90,4,0,2,2,0,2,4,50,2,0,0,0,1,5,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Pablo Barrera,/en/players/ff70b131/Pablo-Barrera,8,MEX,RM,36-205,88,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Jordan Sierra,/en/players/6ea0fa68/Jordan-Sierra,23,ECU,RM,26-264,2,1,0,1,0,0,0,0,NA,0,0,0,0,0,1,1,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Pablo Ortiz,/en/players/84a0ee57/Pablo-Ortiz,33,MEX,LB,21-282,90,3,1,0,3,0,2,4,50,2,0,0,0,0,3,4,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Miguel Barbieri,/en/players/0e8cbfc4/Miguel-Barbieri,6,ARG,CB,30-141,90,0,0,0,0,0,0,2,0,2,0,0,0,1,1,12,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Emanuel Gularte,/en/players/b12f009b/Emanuel-Gularte,4,URU,CB,26-104,90,3,1,2,1,0,0,1,0,1,1,1,0,1,4,6,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Omar Israel Mendoza,/en/players/e2ab721a/Omar-Israel-Mendoza,2,MEX,RB,35-076,90,2,1,1,1,0,1,2,50,1,0,0,0,5,7,2,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Querétaro,Home,Guillermo Allison,/en/players/3438600c/Guillermo-Allison,25,MEX,GK,33-109,90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Pedro Raul,/en/players/ed074559/Pedro-Raul,9,BRA,FW,27-068,60,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Edgar López,/en/players/a9cde92c/Edgar-Lopez,19,MEX,FW,24-266,30,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Jean Meneses,/en/players/dc7acc74/Jean-Meneses,16,CHI,LM,30-302,59,2,1,1,1,0,2,2,100,0,3,0,3,0,2,1,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Jesús Angulo,/en/players/c219b86b/Jesus-Angulo,10,MEX,LM,26-326,31,1,0,0,1,0,1,1,100,0,0,0,0,0,1,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Marcel Ruiz,/en/players/e8b5ca4b/Marcel-Ruiz,14,MEX,CM,23-078,90,1,0,0,0,1,1,1,100,0,0,0,0,0,1,1,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Claudio Baeza,/en/players/9ba1c30c/Claudio-Baeza,23,CHI,CM,30-020,60,2,1,2,0,0,2,4,50,2,0,0,0,1,3,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Tomás Belmonte,/en/players/9928bf1a/Tomas-Belmonte,5,ARG,CM,25-230,30,2,0,0,2,0,1,1,100,0,0,0,0,0,2,1,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Juan Domínguez,/en/players/ef645a7b/Juan-Dominguez,7,MEX,RM,25-074,90,1,1,1,0,0,0,0,NA,0,0,0,0,1,2,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Abraham Villegas,/en/players/0a8ac159/Abraham-Villegas,184,,LB,21-026,45,2,2,2,0,0,1,2,50,1,0,0,0,0,2,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Maximiliano Araújo,/en/players/f9ab3f4a/Maximiliano-Araujo,11,URU,LB,23-331,45,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Mauricio Isais,/en/players/c91c9e95/Mauricio-Isais,12,MEX,CB,22-278,83,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Robert Morales,/en/players/a5b3fad6/Robert-Morales,31,PAR,CB,24-301,7,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Valber Huerta,/en/players/18679d62/Valber-Huerta,4,CHI,CB,30-139,90,0,0,0,0,0,0,0,NA,0,1,1,0,2,2,7,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Federico Pereira,/en/players/448130fe/Federico-Pereira,6,URU,CB,23-322,90,2,1,2,0,0,1,2,50,1,3,1,2,2,4,6,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Brian García,/en/players/dfe2cfc8/Brian-Garcia,17,MEX,RB,26-073,90,0,0,0,0,0,0,1,0,1,1,0,1,1,1,2,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Querétaro,4-4-2,2,0.7,Emanuel Gularte · 7&rsquor; Pablo Ortiz · 56&rsquor;,3,0,Toluca,5-4-1,2,1.1,Edgar López · 66&rsquor; Federico Pereira · 90+6&rsquor;,2,0,https://fbref.com/en/matches/854e08b7/Queretaro-Toluca-January-12-2024-Liga-MX,Toluca,Away,Tiago Volpi,/en/players/fba79ac8/Tiago-Volpi,1,BRA,GK,33-024,90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Brian Rubio,/en/players/1241ff67/Brian-Rubio,9,MEX,FW,27-064,90,1,1,1,0,0,0,1,0,1,1,0,1,0,1,2,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Luis Amarilla,/en/players/fa66adb6/Luis-Amarilla,24,PAR,FW,28-140,74,1,1,1,0,0,1,1,100,0,0,0,0,0,1,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Ramiro Árciga,/en/players/61fa9b44/Ramiro-Arciga,208,MEX,FW,19-135,16,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Édgar Yoel Bárcenas,/en/players/b39849eb/Edgar-Yoel-Barcenas,11,PAN,LM,30-081,90,2,1,0,1,1,0,0,NA,0,1,0,1,1,3,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Jefferson Intriago,/en/players/656f6c17/Jefferson-Intriago,35,ECU,CM,27-222,90,2,1,0,1,1,0,1,0,1,0,0,0,1,3,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Andres Montaño,/en/players/e5519e5e/Andres-Montano,22,MEX,CM,21-235,90,3,2,2,1,0,2,3,66.7,1,2,0,2,0,3,2,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Alan Medina,/en/players/c88f8077/Alan-Medina,7,MEX,RM,26-146,35,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Eduard Bello,/en/players/2b40500f/Eduard-Bello,21,VEN,RM,28-145,55,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Jair Díaz,/en/players/a1a5a22b/Jair-Diaz,4,MEX,LB,25-144,90,6,4,2,1,3,5,5,100,0,0,0,0,2,8,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Ventura Alvarado,/en/players/4c219392/Ventura-Alvarado,31,USA,CB,31-149,81,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Luis Olivas,/en/players/d425d2a4/Luis-Olivas,2,MEX,CB,23-336,9,0,0,0,0,0,0,0,NA,0,0,0,0,2,2,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Facundo Almada,/en/players/cd60f3ce/Facundo-Almada,5,ARG,CB,25-186,90,1,1,1,0,0,0,1,0,1,0,0,0,1,2,1,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Bryan Colula,/en/players/4b677ba7/Bryan-Colula,15,MEX,RB,27-281,81,3,1,0,1,2,1,2,50,1,0,0,0,0,3,3,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Raúl Camacho,/en/players/e946665a/Raul-Camacho,29,MEX,RB,21-299,9,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Mazatlán,Home,Hugo González Durán,/en/players/24c6fb79/Hugo-Gonzalez-Duran,13,MEX,GK,33-164,90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Atlético,Away,Mateo Klimowicz,/en/players/2b7c56b4/Mateo-Klimowicz,10,GER,FW,23-190,60,2,1,0,2,0,0,0,NA,0,1,0,1,0,2,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Atlético,Away,Jonatan Villal,/en/players/8929388f/Jonatan-Villal,28,USA,MF,19-006,30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Atlético,Away,Jürgen Damm,/en/players/bbf8bf7a/Jurgen-Damm,25,MEX,LW,31-066,45,2,2,1,1,0,1,1,100,0,0,0,0,0,2,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Atlético,Away,Léo Bonatini,/en/players/da23d58d/Leo-Bonatini,9,BRA,LW,29-290,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Atlético,Away,Vitinho,/en/players/c0781cf2/Vitinho,11,BRA,RW,22-264,60,2,1,2,0,0,0,2,0,2,1,0,1,0,2,0,0
Liga MX,2024-01-12,Liga MX (Clausura 2024 Regular Season),Mazatlán,4-4-2,0,2.8,,1,0,Atlético,4-3-3,1,0.6,Léo Bonatini · 73&rsquor;,1,0,https://fbref.com/en/matches/e3cc6664/Mazatlan-Atletico-January-12-2024-Liga-MX,Atlético,Away,Iker Moreno,/en/players/d3e76f51/Iker-Moreno,187,MEX,RW,20-120,30,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
